quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7218,0,expired,2025-03-03T16:23:07.979200+00:00,2025-03-17T17:00:00+00:00,2025-03-06T13:32:31.825456+00:00,2025-04-10T12:00:00+00:00,True,BID0029205,10,"G:\Bell Helicopter\20250303 - BID0029205

No bid submitted into S2B portal on 03/06/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/42bc7ca8-9f8a-4709-a159-d77b453ad711/Quote7218.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=RK%2FRXk8z%2Bcsc6KjQzYaW50ySHNs%3D&Expires=1750372380
7219,0,outstanding,2025-03-03T17:05:45.287001+00:00,2025-07-05T17:00:00+00:00,2025-06-02T19:18:38.414505+00:00,2025-07-04T12:00:00+00:00,False,405514,9,"Pricing question for Matt, need to verify before sending

G:\Applied Materials\20250228 - 405514

Quote for Contract
EAU 200",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ccde9d1c-662e-4430-8996-55a455315001/Quote7219.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=4dhW7BzcN1cu0voY%2BeC7TCNnyak%3D&Expires=1750372384
7221,0,expired,2025-03-03T17:17:00.006450+00:00,2025-03-05T18:00:00+00:00,2025-04-14T13:33:10.920687+00:00,2025-05-23T12:00:00+00:00,True,405549,2,"G:\Applied Materials\20250228 - 405549

EAU will be x80. Initial PO need is for x3 each.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/77fdbbdb-5b70-43e4-919d-cbd24a45eb4d/Quote7221.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=0jq9s2y1lxTxSNjTHTHTEK97Fw4%3D&Expires=1750372392
7222,0,outstanding,2025-03-03T17:31:03.701153+00:00,2025-03-14T17:00:00+00:00,2025-05-13T18:42:32.483577+00:00,2025-06-30T12:00:00+00:00,False,405617,1,"Checked on the quote status 05/08/25 CK

G:\Applied Materials\20250301 - 405617

EAU 1800",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cac1f55c-47ac-4585-8c55-e192b5018eec/Quote7222.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=biQaVQiSmdNWNhwHxb3eWmTCV6c%3D&Expires=1750372392
7223,0,expired,2025-03-03T17:59:41.282773+00:00,2025-03-10T17:00:00+00:00,2025-04-09T14:41:17.028035+00:00,2025-04-02T17:59:41.270942+00:00,True,ACS Job RFQ,2,G:\Allen Control Systems\20250303 -  ACS Job RFQ,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/2d276a04-f566-4cf3-aa17-d87a4d3cf1ae/Quote7223.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=eQRfL%2F0HOTgSuit6W3yEXJT12Y8%3D&Expires=1750372392
7224,0,expired,2025-03-04T16:24:24.360901+00:00,2025-04-01T17:00:00+00:00,2025-04-07T19:32:53.283881+00:00,2025-04-03T16:24:24.347757+00:00,True,BCA-2025-127232,2,"G:\Boeing\20250303 - BCA-2025-127232

QTY displayed is the 2025 EAU",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0995c7e1-e5b2-487c-9929-a0c42b1a53d7/Quote7224.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=h5fVLgSW6xOKGA2%2FMQ0MOXxbkKQ%3D&Expires=1750372392
7225,0,expired,2025-03-04T16:37:52.592642+00:00,2025-03-13T17:00:00+00:00,2025-03-14T15:27:02.545655+00:00,2025-04-14T12:00:00+00:00,True,405831,1,"G:\Applied Materials\20250303 - 405831

We are actually in the process of consolidating the 0010-25599 and 0010-25600 into the 0010-73680",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/03a1f905-416c-4305-a6f9-49471b88bec7/Quote7225.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=v5IJISp216%2BGC%2BThMRyo%2BzbvVK0%3D&Expires=1750372397
7226,0,expired,2025-03-04T16:41:01.265629+00:00,2025-04-30T17:00:00+00:00,2025-04-23T18:57:40.162573+00:00,2025-05-30T12:00:00+00:00,True,401700,2,"G:\Applied Materials\20250303 - 401700

EAU - approx 10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f67b0fc9-5f00-4be7-ac20-37cc15cd05ab/Quote7226.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=myIIaZNiieulSJgovJ5C8Di3jWk%3D&Expires=1750372396
7227,0,expired,2025-03-04T16:44:38.972344+00:00,2025-03-10T17:00:00+00:00,2025-03-06T18:53:45.125232+00:00,2025-04-10T12:00:00+00:00,True,558762,1,"G:\Applied Materials\20250303 - 558762

I'm requesting a quote for the 3 brackets, which will be shipped to AMAT Austin. The EAU for 0043-03203 is 4000. The EAU for 0043-03210 and 0023-38347 is 40. Please provide a quote within a week if possible.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9cd22183-af14-4a96-9f50-6e0f1f5ced9e/Quote7227.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Z0wGk0FgZ0nUoQWXBB4S1%2FSbzRA%3D&Expires=1750372399
7228,0,trash,2025-03-05T13:59:16.106580+00:00,2025-03-08T13:59:16.096451+00:00,,2025-04-04T13:59:16.093013+00:00,True,Apache Box,,File Location here.,
7229,0,trash,2025-03-05T14:31:58.028591+00:00,2025-03-12T17:00:00+00:00,,2025-04-04T14:31:58.018423+00:00,True,C4 parts,1,G:\CesiumAstro\20250305 - Machine demand 3-5-25 increase,
7230,0,expired,2025-03-05T15:30:56.726666+00:00,2025-03-11T17:00:00+00:00,2025-03-24T18:12:44.569473+00:00,2025-04-24T12:00:00+00:00,True,SNG parts,1,"G:\Applied Materials\20250304 - SNG parts

Customer requested small price breaks so quoting 1,5,10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7d586257-5519-44eb-b171-7dbdbdf90b1a/Quote7230.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=rXJG%2FvTPSToS3S83tEdX2HZnO0M%3D&Expires=1750372395
7231,0,expired,2025-03-05T15:46:36.344933+00:00,2025-03-12T17:00:00+00:00,2025-04-09T18:36:05.091284+00:00,2025-05-09T12:00:00+00:00,True,A3256348 bracket,1,"G:\Alamo Aircraft, Ltd\20250305 - A3256348 bracket",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4a1223e2-263f-425f-8dea-5b39990f0a5c/Quote7231.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=QDuDWaLjTEgfVa3ug3DtWp5uMNE%3D&Expires=1750372399
7232,0,expired,2025-03-05T19:43:41.591765+00:00,2025-04-04T17:00:00+00:00,2025-04-04T12:14:47.173456+00:00,2025-04-04T19:43:41.581543+00:00,True,BID0029213,2,G:\Bell Helicopter\20250303 - BID0029213,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/143b0996-5a6f-42aa-ae6c-4a5d5102b44f/Quote7232.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=GV6z4DRlsfRDGWq5hyqHMwYoaCY%3D&Expires=1750372394
7233,0,expired,2025-03-05T19:44:26.024716+00:00,2025-03-14T17:00:00+00:00,2025-03-17T15:29:18.976810+00:00,2025-04-04T19:44:26.013665+00:00,True,BID0029219,3,"G:\Bell Helicopter\20250304 - BID0029219

No bid uploaded into S2B on 03/19",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fc00eb3d-baf2-4aa0-b208-bf73a2d67f42/Quote7233.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=b%2FF3bmLvs0zMeZTH3s4e79e%2B8b0%3D&Expires=1750372395
7234,0,expired,2025-03-05T19:45:51.251303+00:00,2025-03-17T17:00:00+00:00,2025-03-17T17:58:36.357541+00:00,2025-04-04T19:45:51.235346+00:00,True,BID0029238,2,"G:\Bell Helicopter\20250305 - BID0029238

No bid uploaded into S2B on 03/19",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cc5fc75a-3cdc-444d-97d9-0b58f344de35/Quote7234.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=0PwPhuMVrOvnTVC99hPKTpPGEEI%3D&Expires=1750372393
7235,0,expired,2025-03-05T20:24:39.757143+00:00,2025-03-24T17:00:00+00:00,2025-03-14T15:54:26.688630+00:00,2025-04-18T12:00:00+00:00,True,406071,1,"G:\Applied Materials\20250304 - 406071

Quote for Contract

EAU requested, customer response below
""Roughly 1.5 to 2 complete sets per week so estimate annual usage of 78-100.
This is the raw material for a complete frame for our weld shop.
I forgot to mention that more than 1 each of certain parts is consumed per complete frame being built.""",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e6e84a1b-3570-4146-8ac9-32ccab5df495/Quote7235.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=jExWZm1GRrrqAO2q0RwXIsFvG2g%3D&Expires=1750372397
7236,0,expired,2025-03-05T20:33:06.021537+00:00,2025-03-24T17:00:00+00:00,2025-04-15T13:16:43.647424+00:00,2025-05-15T12:00:00+00:00,True,406104,2,"G:\Applied Materials\20250304 - 406104

EAU 60",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/23ece1e0-4080-4d25-869f-adcb0f8cf390/Quote7236.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=JJYRiZ9P7w5HT44j%2BddH9a4SScw%3D&Expires=1750372398
7237,0,expired,2025-03-05T20:48:52.018426+00:00,2025-03-08T20:48:52.007279+00:00,2025-03-25T19:18:06.781970+00:00,2025-04-30T12:00:00+00:00,True,406092 aka 407302,10,"G:\Applied Materials\20250304 - 406092

0270-15438 - Need Qty 1
0270-14076 -  Need Qty  1
0270-08637 -  Need Qty  1",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d3d867eb-e4dd-4923-b5a1-ac6adade9457/Quote7237.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=PCoaXQ4N1vKLmxzjf3YCrEPL3Yg%3D&Expires=1750372397
7238,0,expired,2025-03-05T20:57:28.798853+00:00,2025-03-08T20:57:28.780291+00:00,2025-03-07T18:11:18.786489+00:00,2025-04-10T12:00:00+00:00,True,404229,10,"G:\Applied Materials\20250305 - 404229

Quote for Contract",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/eb7ccc78-b93a-4b2e-9203-1273180de8cd/Quote7238.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Kb5646a1sMvmQ9ltMUzSEcdjSMU%3D&Expires=1750372398
7239,0,expired,2025-03-06T13:11:34.351300+00:00,2025-03-09T13:11:34.342061+00:00,2025-03-06T16:10:53.020330+00:00,2025-04-05T13:11:34.340194+00:00,True,Hot Budgetary Quote,2,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/40ec7d10-605c-4a99-8963-a39c869ab262/Quote7239.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ZTLr212X40kblb1XLnmfDOHPe%2FA%3D&Expires=1750372399
7240,0,expired,2025-03-06T13:58:52.474135+00:00,2025-03-13T17:00:00+00:00,2025-03-12T14:14:15.903996+00:00,2025-04-05T13:58:52.463095+00:00,True,CA-1329908,2,G:\Boeing\20250226 - CA-1329908,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/42110fd0-fb8a-4170-8797-ef1687465f91/Quote7240.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=b89Lio%2Fnj3I5Hkou5nLgP2K80Is%3D&Expires=1750372402
7241,0,expired,2025-03-06T14:21:34.475083+00:00,2025-03-17T17:00:00+00:00,2025-03-18T16:33:25.156138+00:00,2025-04-05T14:21:34.463992+00:00,True,CA-1332008,2,G:\Boeing\20250305 - CA-1332008,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/335ed9c8-cf61-4406-a254-8e750598ddf8/Quote7241.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=1w9fVrYICphOc%2FwEPGZWBE4CdCM%3D&Expires=1750372402
7242,0,expired,2025-03-06T14:50:57.119630+00:00,2025-03-12T17:00:00+00:00,2025-03-26T18:56:18.310658+00:00,2025-04-30T12:00:00+00:00,True,MQ11551,2,G:\Ichor\20250306 - MQ11551,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/03f1ee2a-52ba-48a2-b98e-59f2efebcfba/Quote7242.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=gM%2BDR00qG31%2FBATugWN7bQdvCa8%3D&Expires=1750372402
7245,0,trash,2025-03-06T18:29:29.927131+00:00,2025-03-26T17:00:00+00:00,,2025-04-05T18:29:29.915536+00:00,True,Fab package,1,"Deleting quote-- we quoted other parts on other RFQs so this is NULL- CK 

G:\Hyliion\20250306 - FAB RFQ",
7246,0,expired,2025-03-06T18:32:32.986550+00:00,2025-03-26T17:00:00+00:00,2025-04-17T15:17:31.989293+00:00,2025-05-15T12:00:00+00:00,True,Machining package,2,G:\Hyliion\20250306 - CNC RFQ,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d27ae270-6488-494e-abad-2729b2f858b3/Quote7246.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=du1zYxPkolcYv4BKAV7dyI49ICA%3D&Expires=1750372413
7247,0,expired,2025-03-07T18:26:59.160892+00:00,2025-03-10T18:26:59.149038+00:00,2025-04-02T14:47:52.955614+00:00,2025-05-05T12:00:00+00:00,True,406754,2,G:\Applied Materials\20250307 - 406754,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/17e916a0-15f6-424e-b8e3-4949085dc1f5/Quote7247.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=YG5%2FI%2FzMtG2GrQYJty2hcgljHMM%3D&Expires=1750372409
7248,0,trash,2025-03-07T20:19:25.170477+00:00,2025-03-10T20:19:25.160902+00:00,,2025-04-06T20:19:25.159118+00:00,True,,,File Location here.,
7249,0,trash,2025-03-10T14:12:32.655710+00:00,2025-03-13T14:12:32.639299+00:00,,2025-04-09T14:12:32.635848+00:00,True,406071,,"DWD copied from 7235 for testing, deleted 3/10/25

G:\Applied Materials\20250304 - 406071

Quote for Contract

EAU requested, customer response below
""Roughly 1.5 to 2 complete sets per week so estimate annual usage of 78-100.
This is the raw material for a complete frame for our weld shop.
I forgot to mention that more than 1 each of certain parts is consumed per complete frame being built.""",
7250,0,expired,2025-03-10T15:26:51.229573+00:00,2025-03-18T17:00:00+00:00,2025-03-18T11:02:01.188414+00:00,2025-04-09T15:26:51.215958+00:00,True,BID0029269,2,"G:\Bell Helicopter\20250306 - BID0029269

QTY 1
No bid uploaded into S2B on 03/19",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/438ab919-9df7-4035-b5ce-38625e3a1cb8/Quote7250.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=IcGSI8%2B5x86krDDSTvuF5fSQ0dc%3D&Expires=1750372409
7251,0,expired,2025-03-10T15:27:22.697082+00:00,2025-03-18T17:00:00+00:00,2025-03-26T18:04:57.522873+00:00,2025-04-09T15:27:22.681010+00:00,True,BID0029271,2,"G:\Bell Helicopter\20250306 - BID0029271

Quote closed in the S2B portal before we could submit",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/312cfe92-8ebc-4266-9663-7f7238d9c18f/Quote7251.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=UjsAfSFj877e5O%2Fjya6Lr7HG9pY%3D&Expires=1750372404
7252,0,expired,2025-03-10T15:28:23.172346+00:00,2025-03-18T17:00:00+00:00,2025-03-17T19:18:23.863962+00:00,2025-04-09T15:28:23.158787+00:00,True,BID0029272,2,"G:\Bell Helicopter\20250306 - BID0029272

No bid uploaded into S2B on 03/19",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/148becae-e1e3-448d-9cd2-f626a484e576/Quote7252.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=5B%2B%2BkxGa4mPEtSS7TQg2r32%2FtSs%3D&Expires=1750372407
7253,0,expired,2025-03-10T15:28:38.238709+00:00,2025-03-19T17:00:00+00:00,2025-03-20T11:54:38.692088+00:00,2025-04-09T15:28:38.224831+00:00,True,BID0029279,2,"G:\Bell Helicopter\20250306 - BID0029279

Quote submitted into S2B portal 03/21",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c520cfe6-0f5e-4a95-84d9-a9597498f46b/Quote7253.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=L7jst6CQo%2BT%2Fkip%2B9iFuAAlZCFI%3D&Expires=1750372409
7254,0,expired,2025-03-10T15:28:49.505449+00:00,2025-03-19T17:00:00+00:00,2025-03-18T12:57:26.068347+00:00,2025-04-09T15:28:49.490838+00:00,True,BID0029281,9,"G:\Bell Helicopter\20250307 - BID0029281

Quote uploaded into S2B portal on 03/19/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/bc37b1f1-8c39-4301-abf0-2ed200e011f6/Quote7254.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=g3A%2F%2BE91Y3XaB0h05ORcAcxF%2BOw%3D&Expires=1750372403
7256,0,outstanding,2025-03-10T16:23:13.489243+00:00,2025-03-24T17:00:00+00:00,2025-05-27T13:14:17.864139+00:00,2025-06-30T12:00:00+00:00,False,406721,9,"G:\Applied Materials\20250306 - 406721

Contract quote
EAU 200",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e193ee39-b48d-4e51-a23f-d8d943523e37/Quote7256.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=eHHqAiJ7aDOY9MgpFM41I%2F%2Bwmo0%3D&Expires=1750372403
