quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7810,0,outstanding,2025-05-28T12:38:08.581799+00:00,2025-05-31T12:38:08.569250+00:00,2025-05-28T12:41:11.834050+00:00,2025-06-27T12:38:08.566191+00:00,False,901-005-680-113,,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fa52c663-66b6-452e-8b9f-4e7b9ab3d076/Quote7810.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=8KB1MK2jX2Gt%2BCtm3wOI%2Bf%2FkUKQ%3D&Expires=1750371373
7811,0,draft,2025-05-28T15:17:04.631793+00:00,2025-06-16T17:00:00+00:00,,2025-06-27T15:17:04.618830+00:00,False,CA-1352490,,G:\Boeing\20250522 - CA-1352490,
7812,0,draft,2025-05-28T15:29:03.492235+00:00,2025-06-16T17:00:00+00:00,,2025-06-27T15:29:03.466876+00:00,False,CA-1352541,3,G:\Boeing\20250522 - CA-1352541,
7813,0,draft,2025-05-28T15:38:15.251371+00:00,2025-06-23T17:00:00+00:00,,2025-06-27T15:38:15.228230+00:00,False,CA-1352954,3,"G:\Boeing\20250528 - CA-1352954

DWG is on page 52",
7814,0,outstanding,2025-05-28T15:51:44.066702+00:00,2025-06-04T17:00:00+00:00,2025-06-03T16:21:13.537946+00:00,2025-06-27T15:51:44.052395+00:00,False,BID0031031,,"G:\Bell Helicopter\20250522 - BID0031031

Quote entered in S2B portal on 06/04/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9ea879e9-9f1a-45d7-ae01-a9b07b2f73b8/Quote7814.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=715Yo02pHyIIlo%2FXl0B26brbACM%3D&Expires=1750371375
7815,0,draft,2025-05-28T15:52:11.725833+00:00,2025-06-09T17:00:00+00:00,,2025-06-27T15:52:11.707751+00:00,False,BID0031059,,G:\Bell Helicopter\20250527 - BID0031059,
7816,0,outstanding,2025-05-28T16:19:45.416129+00:00,2025-05-31T16:19:45.404331+00:00,2025-05-28T16:59:48.402500+00:00,2025-06-27T16:19:45.401510+00:00,False,901-005-890-101 and 901-005-890-103,,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/2b5026d2-b1a9-4fa8-bc60-8c90d33f3f7c/Quote7816.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=nmqzQ%2BngTApX7QE136ung9LK4oE%3D&Expires=1750371377
7817,0,draft,2025-05-28T18:38:18.783650+00:00,2025-06-13T17:00:00+00:00,,2025-06-27T18:38:18.770224+00:00,False,420857,,G:\Applied Materials\20250526 - 420857,
7818,0,draft,2025-05-28T18:46:23.364823+00:00,2025-06-02T17:00:00+00:00,,2025-06-27T18:46:23.350710+00:00,False,421041,9,"G:\Applied Materials\20250527 - 421041

EAU 4
Please quote REV 02",
7819,0,outstanding,2025-05-28T18:54:49.767539+00:00,2025-06-05T17:00:00+00:00,2025-06-13T16:45:14.762121+00:00,2025-07-30T12:00:00+00:00,False,420944,2,"G:\Applied Materials\20250527 - 420944

QTY/EAU requested",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f9bf7971-83a7-405c-93a5-49b7801c6f85/Quote7819.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ysYhMF%2FnHs1TYsjkxMgt7RfG8%2BI%3D&Expires=1750371376
7820,0,outstanding,2025-05-28T18:57:55.956808+00:00,2025-05-31T18:57:55.934924+00:00,2025-06-03T15:45:43.143658+00:00,2025-07-05T12:00:00+00:00,False,421073,10,"G:\Applied Materials\20250527 - 421073

EAU 55.   We need to target around $1650 for this part",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7bf2f73b-9115-4961-8c18-0ca8650c007e/Quote7820.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Ewrik13wEdd3nmbZ8U%2B%2Ff1%2BlLfg%3D&Expires=1750371378
7821,0,outstanding,2025-05-28T19:03:43.106957+00:00,2025-06-10T17:00:00+00:00,2025-06-03T19:41:05.418361+00:00,2025-06-27T19:03:43.087370+00:00,False,Tooling RFQ,10,G:\CFan\20250527 - Tooling RFQ,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3e341492-5d52-4ed9-9cd2-9183ed240f55/Quote7821.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=4N3Nbomn8Bg8sbAZlowKVw17XLc%3D&Expires=1750371379
7822,0,draft,2025-05-28T19:25:24.930072+00:00,2025-06-05T17:00:00+00:00,,2025-06-27T19:25:24.913691+00:00,False,ATIEX parts,3,G:\Acutronic\20250527 - ATIEX parts,
7823,0,draft,2025-05-28T19:33:52.161799+00:00,2025-06-04T17:00:00+00:00,,2025-06-27T19:33:52.150111+00:00,False,421194,9,"G:\Applied Materials\20250527 - 421194

0011-11806_02 19 IN RACK, RUBICON (0023-44179 replacing 0023-39222, add new screw 3690-01073, the rest is the same)

Please make sure to quote rev 02

Changes from Rev01 are.
1.	0023-44179 rack top plate is replacing previous part 0023-39222
2.	Add screw 3690-01073 qty 8x
3.	3690-05900 screw qty reduced from 29x to 21x
4.	3500-02725 snap-in nuts qty reduced from 56x to 46x
5.	The rest are no change.
Please quote tier qty 1, 2, 3, 4, 5, 10, 15, 20 and 50.",
7824,0,draft,2025-05-28T19:46:50.641475+00:00,2025-05-30T17:00:00+00:00,,2025-06-27T19:46:50.625757+00:00,False,421212,3,G:\Applied Materials\20250527 - 421212,
7825,0,outstanding,2025-05-28T19:58:59.278919+00:00,2025-06-04T17:00:00+00:00,2025-06-13T16:09:03.387791+00:00,2025-07-30T12:00:00+00:00,False,421234,2,"G:\Applied Materials\20250527 - 421234

EAU 6",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/5f7e7a54-a386-403a-ab21-7b20be03e1d1/Quote7825.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=3zXR%2BqTuO7wq%2FswVsGh%2Bv3Wzmf4%3D&Expires=1750371387
7826,0,draft,2025-05-29T19:29:03.020697+00:00,2025-06-16T17:00:00+00:00,,2025-06-28T19:29:03.001724+00:00,False,BID0031057,1,"G:\Bell Helicopter\20250527 - BID0031057

Customer said the 102 files are the same as the 101 files",
7827,0,draft,2025-05-29T19:38:24.890334+00:00,2025-06-06T17:00:00+00:00,,2025-06-28T19:38:24.876690+00:00,False,BID0031058,1,G:\Bell Helicopter\20250527 - BID0031058,
7828,0,draft,2025-05-29T19:42:53.278412+00:00,2025-06-06T17:00:00+00:00,,2025-06-28T19:42:53.263710+00:00,False,BID0031093,1,"G:\Bell Helicopter\20250529 - BID0031093

Customer said the 102 files are the same as the 101 files",
7829,0,draft,2025-05-29T19:47:03.585464+00:00,2025-06-09T17:00:00+00:00,,2025-06-28T19:47:03.568515+00:00,False,BID0031070,9,G:\Bell Helicopter\20250529 - BID0031070,
7830,0,draft,2025-05-29T20:13:40.544648+00:00,2025-06-06T17:00:00+00:00,,2025-06-28T20:13:40.528794+00:00,False,BID0031077,1,"G:\Bell Helicopter\20250528 - BID0031077

Customer said the 002 files are the same as the 001 files",
7831,0,draft,2025-05-29T20:27:10.137188+00:00,2025-06-09T17:00:00+00:00,,2025-06-28T20:27:10.123269+00:00,False,BID0031099,,G:\Bell Helicopter\20250529 - BID0031099,
7832,0,outstanding,2025-05-29T20:41:18.408099+00:00,2025-06-03T17:00:00+00:00,2025-06-03T13:22:33.863261+00:00,2025-06-28T20:41:18.388423+00:00,False,Q08123,,G:\Projects Unlimited\20250528 - Q08123,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/a6badf4a-ebb3-484c-98b6-168e0d9f1cc4/Quote7832.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=f33EamBl729aCpLm3p8cg9bzlxo%3D&Expires=1750371386
7833,0,draft,2025-05-29T21:09:03.061068+00:00,2025-06-19T17:00:00+00:00,,2025-06-28T21:09:03.048970+00:00,False,421485,9,G:\Applied Materials\20250528 - 421485,
7834,0,draft,2025-05-29T21:13:40.635160+00:00,2025-06-10T17:00:00+00:00,,2025-06-28T21:13:40.620894+00:00,False,AA25125,9,G:\Ducommun  ( also part of LABARGE )\20240820 - AA24172,
7835,0,outstanding,2025-05-29T21:25:34.905410+00:00,2025-06-05T17:00:00+00:00,2025-06-11T15:17:06.789839+00:00,2025-07-30T12:00:00+00:00,False,220-48018-000,,G:\Ichor\20250529 - 220-48018-000,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d6a01fd1-c010-4ea2-8d94-eb48b511a65a/Quote7835.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=LLHpXdJ7i0%2FS7xwhjG13DStmtnA%3D&Expires=1750371385
7836,0,draft,2025-05-29T21:38:46.467223+00:00,2025-06-06T17:00:00+00:00,,2025-06-28T21:38:46.451221+00:00,False,BID0031102,1,G:\Bell Helicopter\20250529 - BID0031102,
7837,0,outstanding,2025-05-29T21:47:13.996161+00:00,2025-06-05T17:00:00+00:00,2025-06-03T19:03:11.950032+00:00,2025-07-05T12:00:00+00:00,False,4022.695.41182,2,G:\UCT\20250529 - 4022.695.41182,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f659f95d-3c11-4e21-89bc-2c15d103b181/Quote7837.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=i6Oew8L9sBEwmKNnSU8Q8jVBLas%3D&Expires=1750371387
7838,0,expired,2025-05-29T22:53:45.524323+00:00,2025-06-01T22:53:45.513594+00:00,,2025-05-29T23:06:00.497362+00:00,True,test,,File Location here.,
7839,0,trash,2025-05-30T01:24:02.625151+00:00,2025-06-02T01:24:02.614060+00:00,,2025-06-29T01:24:02.612133+00:00,False,,,"Reached out, no reply, deleting quote - DWD 6/13/25

Contact name: Sean Cooke
Contact email: Sean.cooke@pm-groupglobal.co
Contact business name: PM Group
Contact phone: (929) 619-7246
Contact has requested the parts be delivered by 06/25/2025.
Tell us how you found us (e.g. email, a colleague, Google search, etc.): Referral
Contact notes:
 	We are interested in your services and would like to get in touch with the appropriate department or representative.
Could you kindly direct me to the person or team handling sales.

Thank you for your assistance.

Best Regards,
Sean.

File Location here.",
7840,0,outstanding,2025-05-30T19:17:21.235727+00:00,2025-06-02T19:17:21.224712+00:00,2025-05-30T19:32:14.767906+00:00,2025-06-29T19:17:21.222525+00:00,False,512-030-830-005,,This RFQ was not in the CLM portal,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/238e9b90-0cfe-4f12-9213-ae2a3dd4fc9f/Quote7840.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=3PdlOI9ltykCt73w9K6eQ%2BMo23I%3D&Expires=1750371390
7841,0,outstanding,2025-05-30T19:22:42.923955+00:00,2025-06-02T19:22:42.909706+00:00,2025-06-02T19:02:45.746223+00:00,2025-07-05T12:00:00+00:00,False,414849,1,"G:\Applied Materials\20250421 - 414849

THIS QUOTE IS FOR PN# 0010-57215

Quote for contract 

Note from customer
""Recently we have received quote for similar part 0010-86666 (paperless quote #6640-1) at $3,045.00/Unit and its FAI is in process. 
We are looking better price for PN# 0010-57215, BOM are identical only one part with additional hole operation is called out in this part. Kindly submit your quotation at the earliest convenience today.""",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cea5de4f-8117-435b-8ef3-e58f78bb27ba/Quote7841.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=vNwUl4NqdVzj6jyegQ2VFLGJdJg%3D&Expires=1750371392
7842,0,draft,2025-06-02T14:37:38.254184+00:00,2025-06-10T17:00:00+00:00,,2025-07-02T14:37:38.240760+00:00,False,Doc5189287066,3,"G:\Applied Materials\20250529 - Doc5189287066

Target 22pc @	$983",
7843,0,draft,2025-06-02T14:43:11.481323+00:00,2025-06-06T17:00:00+00:00,,2025-07-02T14:43:11.465202+00:00,False,421638,10,"G:\Applied Materials\20250529 - 421638

Quote for Contract",
7844,0,outstanding,2025-06-02T14:47:23.699528+00:00,2025-06-03T17:00:00+00:00,2025-06-03T19:36:51.958031+00:00,2025-07-05T12:00:00+00:00,False,421816,2,"G:\Applied Materials\20250530 - 421816

Order qty: x4, EAU unavailable due to being NPI.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/55f0b4e7-92c5-4199-8292-9f036197352d/Quote7844.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ESXFJVTxV1MsvEtW%2BoImJ36WgH8%3D&Expires=1750371391
7845,0,draft,2025-06-02T14:51:17.214140+00:00,2025-06-06T17:00:00+00:00,,2025-07-02T14:51:17.202431+00:00,False,Athena Quote 0040-89653REV16,9,"ON HOLD - pending back payments

G:\UCT\20250331 - S1197886

EAU 501",
7846,0,trash,2025-06-02T15:57:55.637271+00:00,2025-06-09T17:00:00+00:00,,2025-07-02T15:57:55.620697+00:00,False,SSDS PRICING REFRESH TO BUY 6.2.25AM,,"G:\LEONARDO DRS NAVAL ELECTRONICS\20250602 - SSDS PRICING REFRESH TO BUY 6.2.25AM

Requested files

Closing quote, it was sent to Athena in error per the customer.",
7847,0,outstanding,2025-06-02T16:02:38.385579+00:00,2025-06-06T17:00:00+00:00,2025-06-02T19:30:27.861383+00:00,2025-07-05T12:00:00+00:00,False,422059,9,"G:\Applied Materials\20250602 - 422059

Quote for Contract
EAU 1100",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4dea9eb7-ba66-4d7e-a000-1736effd4a60/Quote7847.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=6X9lf7%2FvicykGMjOv2kIlRwqrtY%3D&Expires=1750371401
7848,0,draft,2025-06-02T16:21:46.255827+00:00,2025-06-11T17:00:00+00:00,,2025-07-02T16:21:46.218611+00:00,False,BID0031111,2,G:\Bell Helicopter\20250530 - BID0031111,
7849,0,draft,2025-06-02T16:24:45.639338+00:00,2025-06-13T17:00:00+00:00,,2025-07-02T16:24:45.621843+00:00,False,BID0031122,1,G:\Bell Helicopter\20250530 - BID0031122,
7850,0,draft,2025-06-02T17:04:37.088252+00:00,2025-06-18T17:00:00+00:00,,2025-07-02T17:04:37.065354+00:00,False,BID0031110,1,"G:\Bell Helicopter\20250530 - BID0031110

Customer said the 102 files are the same as the 101 files",
7851,0,draft,2025-06-02T17:46:38.518289+00:00,2025-06-13T17:00:00+00:00,,2025-07-02T17:46:38.497302+00:00,False,BID0031141,,G:\Bell Helicopter\20250602 - BID0031141,
7852,0,draft,2025-06-02T17:46:59.481464+00:00,2025-06-13T17:00:00+00:00,,2025-07-02T17:46:59.465052+00:00,False,BID0031146,2,G:\Bell Helicopter\20250602 - BID0031146,
7853,0,draft,2025-06-03T14:25:02.187662+00:00,2025-06-09T17:00:00+00:00,,2025-07-03T14:25:02.169391+00:00,False,X-Bow MK 290 Igniter,1,"G:\X-Bow Systems\20250602 - X-Bow MK 290 Igniter

READ THE EMAILS FIRST

Line Item 1) Qty (50) needed right away
Line Item 2) Qty (50) by the end of the month
Line Item 3) Qty (100) per month
Line Item 4) Qty (100) per month
Line Item 5) Qty (100) per month
Line Item 6) Qty (100) per month
Line Item 7) Qty (100) per month
Total of Qty. (600)

Qty (1) of each part - (4) parts equal qty (1)",
7854,0,draft,2025-06-03T14:51:18.217082+00:00,2025-06-09T17:00:00+00:00,,2025-07-03T14:51:18.207112+00:00,False,H860U0233310,3,"G:\Airbus\20250602 - H860U0233310

QTY is 1,5,10",
7855,0,draft,2025-06-03T18:30:36.888882+00:00,2025-06-18T17:00:00+00:00,,2025-07-03T18:30:36.874026+00:00,False,422153,2,"G:\Applied Materials\20250602 - 422153

QTY/EAU requested",
7856,0,outstanding,2025-06-03T18:40:21.239141+00:00,2025-06-16T17:00:00+00:00,2025-06-11T14:29:22.686335+00:00,2025-07-30T12:00:00+00:00,False,422241,10,"G:\Applied Materials\20250603 - 422241

Item	                       demand qty
229C0023-01	            x3
0042-22256	            x2",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f6f027eb-c8d7-4d3f-a7c3-69b14dff082e/Quote7856.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=QiMgUozAE5y%2BrkISL4YNM%2FHHAck%3D&Expires=1750371396
7857,0,trash,2025-06-03T18:44:23.994142+00:00,2025-06-10T17:00:00+00:00,,2025-07-03T18:44:23.981557+00:00,False,DFM revisions,,"Deleting this quote, its a duplicate 

G:\SpaceX\20250603 - DFM revisions

Customer note
""There have been some DFM revisions that I can share in support of the quote and forecast effort as well. """,
7858,0,draft,2025-06-03T18:54:59.748967+00:00,2025-06-06T18:54:59.734447+00:00,,2025-07-03T18:54:59.731109+00:00,False,Metal parts,,G:\Ichor\20250603 - Metal parts,
7859,0,draft,2025-06-03T20:51:37.935349+00:00,2025-06-06T20:51:37.920959+00:00,,2025-07-03T20:51:37.918344+00:00,False,DFM revisions,1,"G:\SpaceX\20250603 - DFM revisions

Customer note
""There have been some DFM revisions that I can share in support of the quote and forecast effort as well. """,
7860,0,outstanding,2025-06-04T11:50:45.430769+00:00,2025-06-07T11:50:45.418056+00:00,2025-06-12T20:46:38.129794+00:00,2025-07-04T11:50:45.415447+00:00,False,Axial Clevis,1,G:\SpaceX\20250603 - Axial Clevis,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/612c35ac-3438-4d30-9024-181e86c93bde/Quote7860.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Ni7BwKsWMrE7c8%2BBLnqspj9UxTw%3D&Expires=1750371402
7861,0,draft,2025-06-04T16:18:29.088649+00:00,2025-06-16T17:00:00+00:00,,2025-07-04T16:18:29.074892+00:00,False,BID0031173,1,G:\Bell Helicopter\20250603 - BID0031173,
7862,0,draft,2025-06-04T16:21:45.023841+00:00,2025-06-16T17:00:00+00:00,,2025-07-04T16:21:44.992616+00:00,False,BID0031216,2,G:\Bell Helicopter\20250603 - BID0031216,
7863,0,draft,2025-06-04T16:24:53.691946+00:00,2025-06-16T17:00:00+00:00,,2025-07-04T16:24:53.677148+00:00,False,BID0031219,2,G:\Bell Helicopter\20250603 - BID0031219,
7864,0,draft,2025-06-04T16:28:54.920863+00:00,2025-06-16T17:00:00+00:00,,2025-07-04T16:28:54.906643+00:00,False,BID0031206,,G:\Bell Helicopter\20250603 - BID0031206,
7865,0,draft,2025-06-04T16:31:52.508766+00:00,2025-06-16T17:00:00+00:00,,2025-07-04T16:31:52.494920+00:00,False,BID0031218,2,G:\Bell Helicopter\20250603 - BID0031218,
7866,0,outstanding,2025-06-04T18:01:43.756234+00:00,2025-06-07T18:01:43.743058+00:00,2025-06-11T14:26:23.782181+00:00,2025-07-30T12:00:00+00:00,False,422303,,"G:\Applied Materials\20250603 - 422303

Our initial qty would be x5 and EAU is ~30",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/501d5208-8cf3-4627-b219-c21c20c10c32/Quote7866.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=yyOs5oWGWODtW5GE2T%2BhNQR8cAI%3D&Expires=1750371404
7867,0,draft,2025-06-04T18:06:16.214665+00:00,2025-06-17T17:00:00+00:00,,2025-07-04T18:06:16.199856+00:00,False,421607,2,"G:\Applied Materials\20250603 - 421607

QTY/EAU requested",
7868,0,draft,2025-06-04T18:13:13.995955+00:00,2025-06-11T17:00:00+00:00,,2025-07-04T18:13:13.981736+00:00,False,Q08230,2,G:\Projects Unlimited\20250603 - Q08230,
7869,0,draft,2025-06-04T18:16:56.497737+00:00,2025-06-10T17:00:00+00:00,,2025-07-04T18:16:56.485600+00:00,False,422410,1,"G:\Applied Materials\20250603 - 422410

Sheetmetal parts for project TC359

        P/N	                EAU
0022-50059		 900
0023-23085		780
0023-23092	 	780
0023-24922	       640
0042-92035		500
0042-95706	         110
0022-47424		2800
0022-47564		500
0042-25501	        110
0042-92044		1140
0042-97236		980
0042-63304		1140
0022-15758	         1010
0015-19276		1000
0022-46711		3000
0023-18763		400
0023-22763		1300
0042-19421	         570
0042-26342		750
0042-65918	        330",
7870,0,draft,2025-06-04T18:26:10.662032+00:00,2025-06-07T18:26:10.640813+00:00,,2025-07-04T18:26:10.638480+00:00,False,422425,1,"G:\Applied Materials\20250603 - 422425

EAU 100",
7871,0,draft,2025-06-04T18:30:52.318070+00:00,2025-06-17T17:00:00+00:00,,2025-07-04T18:30:52.300955+00:00,False,422450,9,"G:\Applied Materials\20250603 - 422450

Previously quoted at REV 02",
