quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7710,0,expired,2025-05-13T12:53:46.175152+00:00,2025-05-16T12:53:46.165338+00:00,2025-05-19T11:57:00.674068+00:00,2025-06-12T12:53:46.163421+00:00,True,,1,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d319b2fa-b6c7-4267-9fb8-411277c9e192/Quote7710.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=05lc0lFCtm4PEqiHW7erfcF2IP0%3D&Expires=1750374258
7711,0,expired,2025-05-13T12:55:18.312735+00:00,2025-05-23T17:00:00+00:00,2025-05-23T15:47:40.425471+00:00,2025-06-12T12:55:18.300784+00:00,True,BID0030756,,"G:\Bell Helicopter\20250512 - BID0030756

Quote submitted in S2B portal 05/23/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0a80febc-ba22-4a9e-8182-daf3c2e48217/Quote7711.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=nbsRN9pKcOnKYHbVbl4kWxlvufo%3D&Expires=1750374259
7712,0,expired,2025-05-13T12:59:59.769527+00:00,2025-05-28T17:00:00+00:00,2025-05-30T12:58:50.435792+00:00,2025-06-12T12:59:59.757947+00:00,True,BID0030764,9,"G:\Bell Helicopter\20250512 - BID0030764

Quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/622bc065-658a-443c-bb8a-c6d5c06c253b/Quote7712.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=sRHMXovhNPRK4nB%2FF%2FLMUYFGDFQ%3D&Expires=1750374257
7713,0,expired,2025-05-13T13:08:47.195156+00:00,2025-05-16T13:08:47.183569+00:00,2025-05-13T13:16:54.132097+00:00,2025-06-12T13:08:47.181614+00:00,True,449-375-512-101--KIT,,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fd0fab73-4086-4326-8916-1677599a1b3a/Quote7713.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=g%2B2Gaq0U6sElttIPQNWDpKN9pYM%3D&Expires=1750374254
7714,0,expired,2025-05-13T13:12:33.841340+00:00,2025-05-23T17:00:00+00:00,2025-05-23T13:11:10.211035+00:00,2025-06-12T13:12:33.826723+00:00,True,BID0030751,,"G:\Bell Helicopter\20250512 - BID0030751

No quote entered in S2B portal on 05/23/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/26509c6d-0bac-4be7-a1f0-97a80b9907cd/Quote7714.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ossGNazC5KRG6frx8uz9b0iH8p0%3D&Expires=1750374259
7715,0,expired,2025-05-13T13:20:13.932655+00:00,2025-05-30T17:00:00+00:00,2025-05-30T13:14:26.893679+00:00,2025-06-12T13:20:13.920447+00:00,True,BID0030150,,"G:\Bell Helicopter\20250512 - BID0030150

No quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9c66530d-d35a-42c1-9f4f-6ffe71f8d3bc/Quote7715.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=p9owcQADYe3C5%2B6L9jDyl%2BVYKEA%3D&Expires=1750374256
7716,0,outstanding,2025-05-13T19:39:55.021757+00:00,2025-05-22T17:00:00+00:00,2025-06-06T18:16:13.748457+00:00,2025-07-30T12:00:00+00:00,False,418601,2,"G:\Applied Materials\20250512 - 418601

The EAU is x1 in 4070.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/df466d92-f0a7-47bc-a2fd-3f26204a82bf/Quote7716.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=LnEl%2B9j1bBbsw%2B9qqfwbOyRZjuo%3D&Expires=1750374261
7717,0,outstanding,2025-05-13T19:47:44.609297+00:00,2025-05-22T17:00:00+00:00,2025-05-28T14:32:02.088010+00:00,2025-06-30T12:00:00+00:00,False,418605,9,"G:\Applied Materials\20250512 - 418605

The EAU is x4 on 4070.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/493abb32-24ff-402d-90b3-6113d8e5751d/Quote7717.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=gZUBkE1KcPy3Efvl%2FD9iPA1fisQ%3D&Expires=1750374256
7718,0,outstanding,2025-05-13T19:51:55.815690+00:00,2025-05-16T17:00:00+00:00,2025-05-15T16:32:04.723732+00:00,2025-06-30T12:00:00+00:00,False,RFQ # S1194295,9,"K:\UCT\0020-08344

Last quoted in 2020",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/37f12025-2371-4397-9b33-d5f854bac429/Quote7718.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=HKbQVMf%2FFNHsghdIW2%2BWqDimZVc%3D&Expires=1750374258
7719,0,outstanding,2025-05-13T20:20:09.540256+00:00,2025-05-21T17:00:00+00:00,2025-06-03T19:35:42.336179+00:00,2025-07-05T12:00:00+00:00,False,RFQ 6000128084,2,G:\Applied Materials\20250512 -  RFQ 6000128084,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c9d6b5bb-ac84-410b-b7d1-b0b7fbd2579b/Quote7719.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=8Gf9EBmfI7Y6LE5oRSWAicsZ4NM%3D&Expires=1750374262
7721,0,outstanding,2025-05-13T20:35:58.596429+00:00,2025-05-19T17:00:00+00:00,2025-06-03T19:32:24.888843+00:00,2025-07-05T12:00:00+00:00,False,Doc5162035725,2,"G:\Applied Materials\20250512 - Doc5162035725

Contract Quote
Target $93",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d2ced78f-3771-4efd-ae4a-8da271ab6556/Quote7721.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=M4SFcjbJPidlKsca9AvMyejYrow%3D&Expires=1750374264
7722,0,outstanding,2025-05-13T20:36:24.413745+00:00,2025-05-19T17:00:00+00:00,2025-06-03T19:31:21.601996+00:00,2025-07-05T12:00:00+00:00,False,Doc5162310584,3,"G:\Applied Materials\20250512 - Doc5162310584

Contract Quote
Target $468",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f8da9f3a-8441-4e17-a0e2-a9feae753382/Quote7722.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=JqmBOYDtpPeQLX7iq7basufR4mE%3D&Expires=1750374270
7723,0,expired,2025-05-13T21:04:00.535539+00:00,2025-05-20T17:00:00+00:00,2025-05-20T17:13:50.967247+00:00,2025-06-12T21:04:00.511155+00:00,True,Q08195,,G:\Projects Unlimited\20250513 - Q08195,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/bf4e9f32-3e24-4b68-8836-90b3335706a3/Quote7723.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=TQcrfAZsA6C07IPwUCnpVVwbwkw%3D&Expires=1750374268
7724,0,outstanding,2025-05-13T21:09:59.490253+00:00,2025-05-20T17:00:00+00:00,2025-05-27T16:22:48.841434+00:00,2025-06-27T12:00:00+00:00,False,417975,9,"G:\Applied Materials\20250508 - 417975

Quote for Contract",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/59c1725c-701d-4bb6-8ca6-da1f8bfd8ea4/Quote7724.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=0G%2BMWWSDq45DCBiwv%2FIajiIVzk4%3D&Expires=1750374265
7725,0,draft,2025-05-13T21:14:57.618575+00:00,2025-05-30T17:00:00+00:00,,2025-06-12T21:14:57.607182+00:00,True,418823,2,"G:\Applied Materials\20250513 - 418823

Quote for Contract",
7726,0,draft,2025-05-14T15:06:04.250077+00:00,2025-05-19T17:00:00+00:00,,2025-07-12T12:00:00+00:00,False,418919,1,"G:\Applied Materials\20250513 - 418919

Almost exactly the same as quote #7694",
7727,0,outstanding,2025-05-14T15:16:59.110903+00:00,2025-05-21T17:00:00+00:00,2025-05-28T14:35:50.539942+00:00,2025-06-30T12:00:00+00:00,False,418982,10,"G:\Applied Materials\20250514 - 418982

QTY 6",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3e12b251-4a34-456e-bf4b-208812c82c71/Quote7727.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=IOLR885f3UT37rw0K6pJSWjb6e4%3D&Expires=1750374273
7728,0,expired,2025-05-14T15:30:45.077107+00:00,2025-05-26T17:00:00+00:00,2025-05-27T11:35:11.525539+00:00,2025-06-13T15:30:45.055111+00:00,True,BID0030776,9,"G:\Bell Helicopter\20250513 - BID0030776

Quote entered in S2B portal on 05/20/25 -- used numbers from quote #7628",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b98267f7-6531-4f8b-8452-2d72511affa5/Quote7728.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=lZOWwPnem4qlYr5smtysUuzZciI%3D&Expires=1750374270
7729,0,expired,2025-05-14T15:31:16.916196+00:00,2025-05-26T17:00:00+00:00,2025-05-27T12:24:01.396975+00:00,2025-06-13T15:31:16.900976+00:00,True,BID0030777,,"G:\Bell Helicopter\20250513 -BID0030777

Quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7d6ad63b-86e6-496b-8c93-f47f59648a41/Quote7729.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=EqXpLr8Z9lT0o9QgMXd3N3x%2Fdz0%3D&Expires=1750374272
7730,0,draft,2025-05-14T19:11:45.147120+00:00,2025-06-13T17:00:00+00:00,,2025-06-13T19:11:45.131390+00:00,True,418842,,"G:\Applied Materials\20250514 - 418842

Quote for Contract",
7731,0,outstanding,2025-05-14T19:20:53.636664+00:00,2025-05-23T17:00:00+00:00,2025-06-12T19:13:43.725315+00:00,2025-07-30T12:00:00+00:00,False,419035,2,"G:\Applied Materials\20250514 - 419035

Quote for Contract",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7d621890-f347-4f91-bf6d-32af0b6ab171/Quote7731.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=sUWobLJ6WOpCDm99Q0bnEFUY4tY%3D&Expires=1750374265
7732,0,outstanding,2025-05-14T19:29:23.435160+00:00,2025-05-27T17:00:00+00:00,2025-06-12T20:15:25.687838+00:00,2025-07-30T12:00:00+00:00,False,419057,1,"G:\Applied Materials\20250514 - 419057

EAU 2500",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/66c72bd2-49c2-40f5-b173-dd483f7379d9/Quote7732.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=SN%2FLrBVjNwhz%2FPbRJbWd9cWTQKY%3D&Expires=1750374270
7733,0,expired,2025-05-14T19:39:42.472427+00:00,2025-05-21T17:00:00+00:00,2025-05-20T18:07:29.729328+00:00,2025-06-13T19:39:42.431748+00:00,True,Q08208,9,G:\Projects Unlimited\20250514 - Q08208,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fce3c62e-9b21-47f3-868b-954009c77793/Quote7733.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=JJOvkP%2Bhp%2BnIgtK80nmP%2Bt7cMBg%3D&Expires=1750374265
7734,0,draft,2025-05-14T19:49:44.115232+00:00,2025-05-23T17:00:00+00:00,,2025-06-13T19:49:44.098146+00:00,True,419087,2,"G:\Applied Materials\20250514 - 419087

Quote for Contract
QTY  5",
7735,0,outstanding,2025-05-14T19:52:38.616281+00:00,2025-05-20T17:00:00+00:00,2025-05-20T19:24:40.895436+00:00,2025-06-20T12:00:00+00:00,False,C410-00835,1,G:\CesiumAstro\20250514 - C410-00835,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7dbcd714-1400-4009-b616-c1ab53ac2bb5/Quote7735.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=fzIO6AiR%2Bb9%2B%2F6T%2Bh4bdOeJOrmU%3D&Expires=1750374267
7736,0,expired,2025-05-14T21:37:00.373804+00:00,2025-05-17T21:37:00.365098+00:00,2025-05-14T22:13:48.673529+00:00,2025-06-13T21:37:00.363574+00:00,True,901-005-680-121,,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f50b67b6-03c9-47be-b4cb-3590c9e53392/Quote7736.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=GHTrRhCfTpry5s1kf7HqyP6ZiNw%3D&Expires=1750374272
7737,0,outstanding,2025-05-15T12:55:49.938822+00:00,2025-05-18T12:55:49.928560+00:00,2025-05-27T19:07:38.071922+00:00,2025-06-30T12:00:00+00:00,False,V3 Starship Manifold,1,G:\SpaceX\20250515 - V3 Starship Manifold,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7065d7e4-52ad-4fda-802a-b8be9c36f582/Quote7737.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=p%2FLdSpdz50cfqY0X6yTn3io7h8c%3D&Expires=1750374267
7738,0,trash,2025-05-15T13:50:51.657137+00:00,2025-05-18T13:50:51.644378+00:00,,2025-06-14T13:50:51.641382+00:00,True,TEST #7730,,File Location here.,
7740,0,draft,2025-05-15T20:12:46.363496+00:00,2025-05-23T17:00:00+00:00,,2025-06-14T20:12:46.347969+00:00,True,419176,3,"G:\Applied Materials\20250515 - 419176

QTY 6, more forecast after they recieve the RFQ",
7741,0,trash,2025-05-15T20:19:59.245951+00:00,2025-05-21T17:00:00+00:00,,2025-06-14T20:19:59.227590+00:00,True,V3 Starship Manifold RFQ,,"Duplicate of 7737, deleting - DWD

G:\SpaceX\20250515 - V3 Starship Manifold RFQ

PN	                                      Per Ship	Per Booster	Total / Mo.
02096203-002	                        2       	   0	                        8
02096208-051	                        2	           0	                         8
02096203-052	                        11	           0	                       44
02096207-001	                         1	           0	                        4
02096207-051	                        1	           0	                        4
02096140-018	                        0	            6                    	6

Ordering ~4-6mo. of demand up-front, hence why the QTYs are larger.",
7742,0,expired,2025-05-15T20:20:24.670664+00:00,2025-05-21T17:00:00+00:00,2025-05-27T13:46:42.677669+00:00,2025-06-14T20:20:24.658647+00:00,True,Bar quotes for Astrotech,,"G:\Astrotech Corp\20250515 - Bar quotes for Astrotech

We will supply material.
Material width .750+/-.002 and thickness .250+/-.002 from the vendor. (McMaster-Carr)",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cbad3452-f1c0-45d6-b274-43abaa68f5c7/Quote7742.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=cQUB0UvKHlorgjtsWV6JYFKU2Ds%3D&Expires=1750366801
7743,0,draft,2025-05-15T20:20:35.664699+00:00,2025-05-22T17:00:00+00:00,,2025-06-14T20:20:35.653845+00:00,True,Acutronic RFQ,1,"G:\Acutronic\20250515 - Acutronic RFQ

• 50150013 REV A – Re-op of existing Rev3 part as shown in the redline, QTY 2 & 5
50150058 REV A – Re-op of existing Rev1 part as shown in the redline (or this could be made new per the redline print if easier than a re-op), QTY 2 & 5
• 50150051 REV A – Re-op of existing Rev3 part, but only re-op the .969 - .971 diameter as shown in the redline, QTY 2 & 5",
7744,0,outstanding,2025-05-15T21:08:41.554337+00:00,2025-05-26T17:00:00+00:00,2025-06-13T14:07:49.656308+00:00,2025-07-30T12:00:00+00:00,False,419207,2,"G:\Applied Materials\20250515 - 419207

Quote for Contract",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/69d37403-ba07-4984-9278-594d42243a93/Quote7744.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=PP9nX7bXq437KpSIcc88CIRewPo%3D&Expires=1750374299
7745,0,outstanding,2025-05-16T12:44:20.691127+00:00,2025-05-22T17:00:00+00:00,2025-05-22T12:25:51.365619+00:00,2025-06-15T12:44:20.675715+00:00,False,Q08181,9,G:\Projects Unlimited\20250515 - Q08181,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d776f46a-fa41-4e6a-9e01-398167bcfa83/Quote7745.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=tT9cIFNH8126Dvl3tS80pQv%2BINo%3D&Expires=1750374298
7746,0,outstanding,2025-05-16T13:03:15.421467+00:00,2025-05-20T17:00:00+00:00,2025-05-20T14:40:44.894908+00:00,2025-06-30T12:00:00+00:00,False,CA-1350538,,G:\Boeing\20250514 - CA-1350538,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1c4e4bce-39a6-42a9-b279-72681a10cfd4/Quote7746.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=SVlvYActWiOa%2FE4YIVP9urRDV1E%3D&Expires=1750374305
7747,0,outstanding,2025-05-16T13:20:57.171069+00:00,2025-05-20T17:00:00+00:00,2025-05-21T13:15:49.070149+00:00,2025-06-15T13:20:57.155110+00:00,False,BID0030611,,"G:\Bell Helicopter\20250514 - BID0030611

Quote submitted in S2B portal 05/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0b0e6a0a-1a8f-4f3b-bbae-2c7ce6929375/Quote7747.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=B8QLp8t8sdyFKs1Hw%2Fxx7HJcvEE%3D&Expires=1750374299
7748,0,outstanding,2025-05-16T13:21:10.779975+00:00,2025-05-28T17:00:00+00:00,2025-05-29T17:28:52.900567+00:00,2025-06-15T13:21:10.766870+00:00,False,BID0030864,2,"G:\Bell Helicopter\20250515 - BID0030864

RFQ was cancelled in the CLM portal before we could bid",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fe0c3d79-008e-4b8c-b9ac-bb89a1fb423a/Quote7748.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ZZPM1p%2B79k%2FIKGDRktX6%2F6AY%2FQ8%3D&Expires=1750374303
7749,0,draft,2025-05-16T17:52:09.248167+00:00,2025-05-19T17:52:09.235350+00:00,,2025-06-15T17:52:09.232448+00:00,False,ONPOWER,1,File Location here.,
7750,0,trash,2025-05-18T18:12:23.723355+00:00,2025-05-21T18:12:23.713476+00:00,,2025-06-17T18:12:23.711046+00:00,False,TESTING,,File Location here.,
7751,0,trash,2025-05-18T18:17:57.440832+00:00,2025-05-21T18:17:57.431634+00:00,,2025-06-17T18:17:57.429942+00:00,False,TESTING,,File Location here.,
7752,0,outstanding,2025-05-20T12:58:33.267766+00:00,2025-05-28T17:00:00+00:00,2025-05-30T16:59:54.786133+00:00,2025-06-19T12:58:33.251819+00:00,False,BID0030896,,"G:\Bell Helicopter\20250516 - BID0030896

RFQ closed before we could enter our no bid 05/30/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c803e004-63da-4e75-a11c-e1dcc1d17bb3/Quote7752.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=mQsvXxbm3q5kR%2B6UBafD8cIv5xQ%3D&Expires=1750374301
7753,0,outstanding,2025-05-20T13:00:19.595313+00:00,2025-05-28T17:00:00+00:00,2025-05-30T20:43:54.678639+00:00,2025-06-19T13:00:19.579368+00:00,False,BID0030878,9,"G:\Bell Helicopter\20250516 - BID0030878

No quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cb1cae17-d817-4d30-8d0e-d02455a7b156/Quote7753.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=7xDrVP4j7yrsucCKlFGG1igfgbM%3D&Expires=1750374303
7754,0,outstanding,2025-05-20T13:02:26.245192+00:00,2025-05-28T17:00:00+00:00,2025-05-27T20:19:55.614820+00:00,2025-06-19T13:02:26.234065+00:00,False,BID0030876,9,"G:\Bell Helicopter\20250516 - BID0030876

Quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4eabfd23-f79f-49b7-8e95-312fc5e22c74/Quote7754.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ilkBAVavvOX7w823rZJYNjuezDQ%3D&Expires=1750374304
7755,0,outstanding,2025-05-20T13:05:28.154922+00:00,2025-05-28T17:00:00+00:00,2025-05-28T12:58:49.815003+00:00,2025-06-19T13:05:28.134371+00:00,False,BID0030895,,"G:\Bell Helicopter\20250516 - BID0030895

No quote entered in S2B portal on 05/28/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1e3368f8-4d08-4211-8896-874f3860d79f/Quote7755.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=c4BVo9qonsStDM9upOa3MTGHB4I%3D&Expires=1750374306
