quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7112,0,expired,2025-02-17T16:55:31.153982+00:00,2025-02-20T16:55:31.142099+00:00,2025-03-13T14:28:39.584443+00:00,2025-04-30T12:00:00+00:00,True,403015,2,"G:\Applied Materials\20250214 - 403015

This is an NPI part, so our demand is currently at 1. More demand is likely to show up.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e9faca55-ecc8-4e62-845c-43952c62fa7a/Quote7112.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=a6ikAdWGmNMgVfkMVNHECDkdXCM%3D&Expires=1750372302
7113,0,expired,2025-02-17T16:58:53.764922+00:00,2025-02-21T18:00:00+00:00,2025-03-03T15:57:03.835160+00:00,2025-04-04T12:00:00+00:00,True,553680,9,G:\Applied Materials\20250214 - 553680,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/326fb5cb-04f6-4643-b0d1-86d4f16059f2/Quote7113.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=82J9I5v2BBB8HNDutvR3G7zgKxc%3D&Expires=1750372309
7114,0,expired,2025-02-17T17:21:41.869901+00:00,2025-02-21T18:00:00+00:00,2025-02-18T15:02:20.442898+00:00,2025-03-31T12:00:00+00:00,True,403070,,G:\Applied Materials\20250214 - 403070,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7e71d929-51f9-44f9-8299-31c4e87ff120/Quote7114.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=nOpy7kHXygOtlZqUz8ulVtrLrwg%3D&Expires=1750372308
7115,0,expired,2025-02-17T17:32:25.491087+00:00,2025-02-21T18:00:00+00:00,2025-04-14T13:44:17.258704+00:00,2025-05-23T12:00:00+00:00,True,403105,9,G:\Applied Materials\20250214 - 403105,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7400d358-ab53-43e4-b9f5-3f9ad4392071/Quote7115.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=50Fn%2F9aB15zWS3n8qkGVtLzgpWw%3D&Expires=1750372303
7116,0,expired,2025-02-17T21:17:13.554349+00:00,2025-02-20T21:17:13.545016+00:00,2025-02-21T14:34:40.234409+00:00,2025-03-19T21:17:13.543640+00:00,True,GN23580,9,Repeats,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/940af75c-f7bc-43df-94f3-17ba1d6a11f2/Quote7116.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=TQ9jKAOi4t5MuZP4JMM84iwMWDk%3D&Expires=1750372303
7117,0,expired,2025-02-17T21:19:19.574155+00:00,2025-02-20T21:19:19.560405+00:00,2025-02-21T14:24:02.003053+00:00,2025-03-19T21:19:19.557046+00:00,True,GN23594,9,Repeats,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3b6c5d1d-8119-424b-b2d8-987396424eaf/Quote7117.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=eA1kHbFmvzU5nQmKYNeYy92EHeg%3D&Expires=1750372302
7118,0,expired,2025-02-18T16:13:01.661768+00:00,2025-02-28T18:00:00+00:00,2025-02-26T21:43:02.429721+00:00,2025-03-20T16:13:01.641853+00:00,True,BID0028990,2,"G:\Bell Helicopter\20250217 - BID0028990

Quote uploaded into S2B portal on 02/27",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/aee6d84a-86b9-4abd-8c18-04b13aa582e7/Quote7118.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=6%2FqlA8JuDU24iQ%2FQzUEl19RavCA%3D&Expires=1750372308
7119,0,expired,2025-02-18T16:16:49.740665+00:00,2025-02-28T18:00:00+00:00,2025-02-26T19:56:31.104622+00:00,2025-03-20T16:16:49.724082+00:00,True,BID0028994,2,"G:\Bell Helicopter\20250217 - BID0028994

Repeat
Quote uploaded into S2B portal 02/27",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d53f8cb6-2b4f-4c33-a440-885c2d4517a6/Quote7119.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=olPzCMW3qII%2FlS0HB9BwAONMk2A%3D&Expires=1750372305
7120,0,expired,2025-02-18T16:21:59.884858+00:00,2025-02-28T18:00:00+00:00,2025-02-26T13:11:52.119298+00:00,2025-03-20T16:21:59.869259+00:00,True,BID0028997,2,"G:\Bell Helicopter\20250217 - BID0028997

no bid submitted into portal on 02/26/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/54c28e55-c53f-4062-ab9b-e7d90d3a7643/Quote7120.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=pwl%2FsmhudBB%2BEowLFVMt5DlFTdA%3D&Expires=1750372336
7121,0,expired,2025-02-18T16:25:39.115483+00:00,2025-03-03T18:00:00+00:00,2025-03-03T20:19:16.417338+00:00,2025-03-20T16:25:39.094556+00:00,True,BID0029003,2,"G:\Bell Helicopter\20250217 - BID0029003

Bid closed before I could submit into the portal -- but customer has out quote and is taking it into consideration 03/06 CK",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1cea2562-8da4-4c4f-a0ac-8696416dc3b2/Quote7121.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=RSX7fdb1p2GcmX%2F%2B%2F%2FjUhQswdyA%3D&Expires=1750372336
7122,0,expired,2025-02-18T16:31:43.660077+00:00,2025-03-03T18:00:00+00:00,2025-03-03T19:37:43.542249+00:00,2025-03-20T16:31:43.645233+00:00,True,BID0029006,2,"G:\Bell Helicopter\20250218 - BID0029006

Quote closed before i could submit into S2B portal but customer is taking our bid into consideration",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b784843f-b5fc-4f73-90c1-e4c327c6f031/Quote7122.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=EszmJ4dWF4SfFbPEaB3BlkM1IJ8%3D&Expires=1750372336
7123,0,expired,2025-02-18T16:34:02.757109+00:00,2025-03-03T18:00:00+00:00,2025-03-03T16:18:28.824027+00:00,2025-03-20T16:34:02.740794+00:00,True,BID0029007,9,"G:\Bell Helicopter\20250218 - BID0029007

Quote uploaded into S2B portal",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/287ab6fe-de70-4018-97a8-a12c259187b9/Quote7123.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=CDbxB7ky1dmOQTz1ZU49QdO5Dbc%3D&Expires=1750372336
7124,0,expired,2025-02-18T16:37:37.146394+00:00,2025-03-03T18:00:00+00:00,2025-03-03T15:03:47.144630+00:00,2025-03-20T16:37:37.132884+00:00,True,BID0029009,2,"G:\Bell Helicopter\20250218 - BID0029009

Quote uploaded into S2B portal on 03/03",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/41c47613-c2e5-43e7-8502-62b376da0ee0/Quote7124.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=KOZnyyZAoHLMWu1bvyNmFKyoykY%3D&Expires=1750372336
7127,0,expired,2025-02-18T17:31:04.866331+00:00,2025-03-12T17:00:00+00:00,2025-03-12T12:42:51.650834+00:00,2025-03-20T17:31:04.849934+00:00,True,BCA-2025-128246,1,G:\Boeing\20250218 - BCA-2025-128246,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/87ecb822-8428-49eb-8299-ab02fabb7962/Quote7127.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=G%2F3IdK5GrTlXsvCEqNtGxOIFopg%3D&Expires=1750372344
7128,0,expired,2025-02-18T18:34:58.958470+00:00,2025-02-25T18:00:00+00:00,2025-02-18T19:21:24.075106+00:00,2025-03-20T18:34:58.944263+00:00,True,13745 Rush Quot,9,Repeats,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/135ffe72-fde9-4d74-8255-df99d410f240/Quote7128.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=LNCuGbpsLA8TlCHRlfa2MVeJ0fE%3D&Expires=1750372340
7129,0,outstanding,2025-02-18T20:44:43.422077+00:00,2025-03-07T18:00:00+00:00,2025-05-08T20:36:12.424257+00:00,2025-06-30T12:00:00+00:00,False,403394,9,"G:\Applied Materials\20250218 - 403394

Quote for Contract",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c595a4bf-49c6-4dfc-8d2a-6f7d6e009921/Quote7129.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Cblt5jV28CRCuDv7z28kquUYoDo%3D&Expires=1750372339
7130,0,expired,2025-02-18T21:17:28.080242+00:00,2025-02-28T18:00:00+00:00,2025-03-05T19:15:31.851368+00:00,2025-04-05T12:00:00+00:00,True,403436,9,"G:\Applied Materials\20250218 - 403436

 Part number		 EAU
0023-20017	 	 722
0043-03950		100
0023-38809		 100
0042-95706		100
0042-58247		125
0015-19285            2600

orders for 6 sets, 0090-15355
0090-16484 will be these panels plus 0090-15355
Matt - 2 weeks ago with Servi, EMO button assy priced at $200+, have vendors for $80
0090-07978
were making in house, can buy direct",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ef44f0ca-9041-448f-8c23-f30b7e55a981/Quote7130.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=tClB5HaOfBoUzre%2FdXhtZNqlslw%3D&Expires=1750372344
7131,0,expired,2025-02-19T15:48:54.592173+00:00,2025-03-04T18:00:00+00:00,2025-03-05T17:08:53.980084+00:00,2025-03-21T15:48:54.577406+00:00,True,BID0029015,2,"G:\Bell Helicopter\20250218 - BID0029015

No bid submitted into S2B portal on 03/06/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ffbdf950-7b0c-4511-bf27-bd9100e85652/Quote7131.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=jfq%2BBDTsVpoFJsvPo%2FrP9O62Kww%3D&Expires=1750372344
7132,0,expired,2025-02-19T15:50:02.275347+00:00,2025-03-19T17:00:00+00:00,2025-02-25T17:34:19.567377+00:00,2025-03-31T12:00:00+00:00,True,BID0029026,10,"G:\Bell Helicopter\20250219 - BID0029026

QTY 1
no bid submitted into portal on 02/26/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c530d98a-45f2-4a7e-b31c-303a71c4a071/Quote7132.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=XzKc5wpq0zJiTqmF6p72VsxGTXc%3D&Expires=1750372343
7133,0,expired,2025-02-19T15:53:06.364434+00:00,2025-03-05T18:00:00+00:00,2025-03-06T19:46:09.519670+00:00,2025-03-21T15:53:06.349935+00:00,True,BID0029027,2,"G:\Bell Helicopter\20250219 - BID0029027

No bid entered in S2B on 03/10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e5ea8fc9-ec45-4a05-b865-d4ddc45650b9/Quote7133.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=fYBOSoYqJ40HUAY72DgVbGEe7sI%3D&Expires=1750372341
7134,0,expired,2025-02-19T16:03:32.218168+00:00,2025-03-12T17:00:00+00:00,2025-03-12T13:10:40.348902+00:00,2025-03-21T16:03:32.203842+00:00,True,BCA-2024-127738,2,G:\Boeing\20250218 - BCA-2024-127738,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e4b3d949-9d98-4d12-bb9b-bd477e5a116f/Quote7134.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=WG2bOPhLl83JE%2B0XidgBYUim5ts%3D&Expires=1750372340
7135,0,expired,2025-02-19T16:17:03.635217+00:00,2025-03-17T17:00:00+00:00,2025-03-18T12:28:21.796539+00:00,2025-03-21T16:17:03.618713+00:00,True,BCA-2024-127741,2,G:\Boeing\20250219 - BCA-2024-127741,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fbbe6a87-c1bc-4a81-b90a-a9e2aedcdc8f/Quote7135.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=3Bew2Ro18rTkyHYh9V76FwYYwM0%3D&Expires=1750372339
7136,0,expired,2025-02-19T16:26:12.619127+00:00,2025-03-14T17:00:00+00:00,2025-03-17T15:35:15.054913+00:00,2025-03-21T16:26:12.603207+00:00,True,BCA-2024-127739,2,G:\Boeing\20250219 - BCA-2024-127739,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/27746660-c304-47ce-ae4c-262af6eb91eb/Quote7136.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=sKe6qkvHkFfHzTJj6fxOW9RFWtY%3D&Expires=1750372341
7138,0,expired,2025-02-19T16:33:00.442595+00:00,2025-03-04T18:00:00+00:00,2025-03-07T13:54:57.106207+00:00,2025-03-21T16:33:00.426989+00:00,True,AA25044,9,G:\Ducommun  ( also part of LABARGE )\20250219 - AA25044,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1a2ae365-fb68-4eee-8f55-ed452585a01c/Quote7138.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=PFqXLvdRTsPcwr55dK3iVy8iKLs%3D&Expires=1750372339
7139,0,expired,2025-02-19T16:41:20.699465+00:00,2025-03-10T17:00:00+00:00,2025-03-07T18:12:19.213580+00:00,2025-04-10T12:00:00+00:00,True,403626,10,"G:\Applied Materials\20250219 - 403626

Quote for Contract 
EAU 200-250",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/8cad6d38-072b-4702-92f6-7a5b6079c89b/Quote7139.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=p4WLwLFgQdgX8LL9175ahuG8XWs%3D&Expires=1750372342
7142,0,expired,2025-02-19T17:23:22.611555+00:00,2025-02-21T18:00:00+00:00,2025-02-21T13:59:55.501929+00:00,2025-03-21T17:23:22.597311+00:00,True,CA-1300656,,G:\Boeing\20250207 - CA-1300656,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/29ccd831-9f07-4263-a58f-dd0a5085d188/Quote7142.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=M26FPjxC7Zg%2BKbgD4H9GedxAnWo%3D&Expires=1750372355
7143,0,expired,2025-02-19T17:28:26.875542+00:00,2025-02-28T18:00:00+00:00,2025-02-27T12:59:36.600365+00:00,2025-03-21T17:28:26.863829+00:00,True,CA-1327784,2,G:\Boeing\20250217 - CA-1327784,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/27ca463b-3181-44a2-a7a9-5004576016f9/Quote7143.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=sPIm42KXcpaZ4WhCIDfz%2Bb2Jrg4%3D&Expires=1750372353
7144,0,expired,2025-02-20T16:16:20.730388+00:00,2025-02-26T18:00:00+00:00,2025-02-25T17:33:36.052368+00:00,2025-03-31T12:00:00+00:00,True,AMAT RFQ 0090-15279,10,"G:\DWFritz Automation\20250219 - AMAT RFQ 0090-15279

**Requested files for 0023-21379

0023-21181  3, 5, 10
0023-21379  1, 3, 5, 10
0023-21383   1, 3, 5, 10
0023-21174   6, 10, 20
0023-21378  1, 3, 5, 10
0023-21380   1, 3, 5, 10
0023-21382  1, 3, 5, 10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0556d7c0-130d-4b5c-84ff-5d11fb037a7c/Quote7144.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=mM5OeK4UKrqkkMhkQ2D1MbTDIaU%3D&Expires=1750372354
7145,0,expired,2025-02-20T23:02:07.867038+00:00,2025-02-23T23:02:07.851852+00:00,2025-02-21T18:55:03.692435+00:00,2025-03-31T12:00:00+00:00,True,380464,,"Quote is still active as of 11/27/2024

G:\Applied Materials\20240930 - 380464

Quote for spot buy
0242-33171  is a kit package

Material Number	Material Description	                                                       EAU   Target
0010-01361	CORROSION RESISTANT SLIT VALVE DOOR W/ V	82	$346.20
0010-01364	CORROSION RESISTANT SLIT VALVE DOOR W KA	20	$531.00
0010-25599	ASSY, SLIT VALVE DOOR & MOUNT, SST/VITON	20	$458.87
0242-33171	SLIT VALVE KIT, CENTURA PDD PER CH, E38     	8	$2,291.40
0010-20249	ASSY,PVD SLIT VALVE DOOR W/'FAT'PARKER O	5	$220.50
0020-25639	INSERT SLIT VALVE CENTURA CLAMPED DEGAS	12	$371.70",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4dc5bde2-2bad-40fe-a4f7-6e0904e48618/Quote7145.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=jiVXjf7svdekNgXRPPJHxsaCwC4%3D&Expires=1750372352
7148,0,trash,2025-02-21T15:44:08.169757+00:00,2025-02-24T15:44:08.156785+00:00,,2025-03-23T15:44:08.154566+00:00,True,MLG COMPONENTS,9,"Quote expired, customer wants a requote.

K:\Composite Resources

These will all be “finished parts” so requirements remain for …
•	FPI (per MPE-00005) 
•	Chem Conversion (AMS 2477) 
•	PRIME (MIL-STD-186 CODE 405 WITH MIL-DTL-53030 TYPE II)  
•	BSAA (MIL-PRF-8625, TYPE 1C, CLASS1, UNSEALED).",
7149,0,expired,2025-02-21T16:19:26.864474+00:00,2025-03-03T18:00:00+00:00,2025-03-03T13:14:21.443548+00:00,2025-03-23T16:19:26.849061+00:00,True,BID0029031,9,"G:\Bell Helicopter\20250219  - BID0029031

Quote uploaded into S2B portal on 03/03",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/aa290cf4-43a1-4ef2-94b8-c4ddcc68eee2/Quote7149.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=lba3fbZw6KVHAXYzDbX4bHu%2F5O8%3D&Expires=1750372348
7150,0,expired,2025-02-21T16:29:09.325348+00:00,2025-03-07T18:00:00+00:00,2025-03-07T12:03:18.277493+00:00,2025-03-23T16:29:09.300300+00:00,True,BID0029060,3,"G:\Bell Helicopter\20250219 - BID0029060

QTY 1
No bid entered in S2B on 03/10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/20ed7387-374f-42d1-877f-ec2996b02eb4/Quote7150.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=r%2FznzwfAnegLNfPp%2BHCRnc9wagM%3D&Expires=1750372350
7151,0,expired,2025-02-21T16:36:08.950277+00:00,2025-03-03T18:00:00+00:00,2025-02-27T14:29:15.244114+00:00,2025-03-23T16:36:08.933887+00:00,True,BID0029063,2,"G:\Bell Helicopter\20250219 - BID0029063

Quote uploaded into S2B portal on 02/27",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b4102d01-8d93-4a2d-aad2-aa1b1d560124/Quote7151.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=5Qu%2F99Xc5g%2F7hzRHMaxTP2u8cBk%3D&Expires=1750372349
7153,0,expired,2025-02-21T16:43:24.202017+00:00,2025-03-05T18:00:00+00:00,2025-03-07T16:04:30.945311+00:00,2025-03-23T16:43:24.190155+00:00,True,BID0029065,2,"G:\Bell Helicopter\20250219 - BID0029065

Quote entered in S2B on 03/10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4f0b0606-c231-4255-b03f-2d8b19650628/Quote7153.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=bU4bya2afN6nQAj%2BUmawXlZd9SU%3D&Expires=1750372352
7154,0,expired,2025-02-21T16:49:13.655420+00:00,2025-03-05T18:00:00+00:00,2025-03-06T13:04:53.433849+00:00,2025-03-23T16:49:13.638259+00:00,True,BID0029066,2,"G:\Bell Helicopter\20250219 - BID0029066

Bid submitted into S2B portal on 03/06/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/73ca7e2c-902f-4822-9c5f-148124dd6b20/Quote7154.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=NYODCLczMZo6aH3nWXSwtcho8w0%3D&Expires=1750372355
