quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7412,0,expired,2025-03-31T19:26:47.880910+00:00,2025-04-07T17:00:00+00:00,2025-04-12T16:18:25.617169+00:00,2025-05-17T12:00:00+00:00,True,530-0732-DT,1,G:\Sanmina-SCI\20250331 - 530-0732-DT,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/51f91ec6-8f85-487c-be53-f8bbfcf23fc5/Quote7412.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=mBuEBUylAdnXM9gqHPaywyvuQ%2FM%3D&Expires=1750373228
7414,0,expired,2025-04-01T17:37:35.279785+00:00,2025-04-04T17:37:35.268519+00:00,2025-04-01T17:45:30.579265+00:00,2025-05-01T17:37:35.266370+00:00,True,Q08140 KC   P/N: 901-005-680-121,,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3cebfdf0-13e8-42c1-9760-d31f758c2e04/Quote7414.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=tqpigHT8I3%2FtGJ4%2Bm%2B%2FDeWnOI4Q%3D&Expires=1750373228
7416,0,expired,2025-04-02T15:13:25.065891+00:00,2025-04-16T17:00:00+00:00,2025-04-17T20:15:34.161595+00:00,2025-05-02T15:13:25.051177+00:00,True,RFQ 128460,3,"G:\Boeing\20250331 - 128460


-QTY displayed is total contract QTY

-Please note: the 777-8F is a new minor model intro. Forecast beyond 2027 is based on Boeings target rate.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/160edc3b-df53-48c4-94f3-15b3fe6d93c5/Quote7416.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=VFMNA6qCLR4VaLKlQARiqtoJ07w%3D&Expires=1750373226
7417,0,expired,2025-04-02T15:14:35.506905+00:00,2025-04-09T17:00:00+00:00,2025-04-09T14:21:24.445420+00:00,2025-05-02T15:14:35.494963+00:00,True,BID0029649,9,"G:\Bell Helicopter\20250331 - BID0029649

Quote entered into S2B portal on 04/10/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ba7333bf-6dc4-4f47-97ba-b916ffc206a8/Quote7417.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=mUZNoUNAcfM01szau2XsVpI06iQ%3D&Expires=1750373225
7418,0,expired,2025-04-02T15:15:29.428839+00:00,2025-04-04T17:00:00+00:00,2025-04-04T10:59:34.336292+00:00,2025-05-02T15:15:29.410395+00:00,True,BID0029760,9,"G:\Bell Helicopter\20250401 - BID0029760

Quote entered into S2B portal 04/07/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/96d4cc77-f48f-4abd-b355-479cf3280b78/Quote7418.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=7NlBXHT2NvLNMLWfSnDTtKLHnso%3D&Expires=1750373227
7419,0,expired,2025-04-02T15:16:12.586340+00:00,2025-04-11T17:00:00+00:00,2025-04-11T14:25:15.229476+00:00,2025-05-02T15:16:12.569025+00:00,True,BID0029752,2,"G:\Bell Helicopter\20250401 - BID0029752

Quote uploaded into S2B portal on 04/11/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/8e028ad2-7306-410c-8f62-543b58f1b106/Quote7419.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=jp6OFVYh7TLVZZrPd0lJosxCCfs%3D&Expires=1750373223
7420,0,expired,2025-04-02T15:16:45.624579+00:00,2025-04-11T17:00:00+00:00,2025-04-11T14:20:41.347094+00:00,2025-05-02T15:16:45.613888+00:00,True,BID0029757,2,"G:\Bell Helicopter\20250401 - BID0029757

Quote uploaded into S2B portal on 04/11/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/174f3223-8ebd-44f8-ac03-3afd39aabdb1/Quote7420.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=9v2QndrFInlQs58vVLf%2B%2FEwIMJs%3D&Expires=1750373230
7421,0,expired,2025-04-02T15:17:19.213346+00:00,2025-04-11T17:00:00+00:00,2025-04-10T19:31:18.991993+00:00,2025-05-02T15:17:19.202818+00:00,True,BID0029756,2,"G:\Bell Helicopter\20250401 - BID0029756

Quote uploaded into S2B portal on 04/11/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/a02de0a9-4f4a-4414-b2d7-57414446e981/Quote7421.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=PWcx0cYmVCIZcea%2FRMbL0DTIOgw%3D&Expires=1750374017
7422,0,expired,2025-04-02T15:18:01.424738+00:00,2025-04-11T17:00:00+00:00,2025-04-10T18:58:28.854531+00:00,2025-05-02T15:18:01.410712+00:00,True,BID0029759,2,"G:\Bell Helicopter\20250401 - BID0029759

Quote uploaded into S2B portal on 04/11/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b8d5eb0f-25b9-4ac7-b79b-3944cdd91618/Quote7422.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=syxbhxH7%2BynPBpQiigtu1HZuk44%3D&Expires=1750374018
7423,0,expired,2025-04-02T15:18:41.542350+00:00,2025-04-11T17:00:00+00:00,2025-04-10T17:50:06.841425+00:00,2025-05-02T15:18:41.528838+00:00,True,BID0029754,2,"G:\Bell Helicopter\20250401 - BID0029754

Quote uploaded into S2B portal on 04/10/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/5bb895bf-80d7-4970-9dae-25515b797d85/Quote7423.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=AcIpbSne3RuBiEeJ%2BxL8GafMqaI%3D&Expires=1750374019
7424,0,draft,2025-04-02T19:34:44.943656+00:00,2025-04-21T17:00:00+00:00,,2025-05-02T19:34:44.929537+00:00,True,RFQ 128458,3,"G:\Boeing\20250401 - 128458

QTY displayed is the total contract QTY
The 777-8F is a new minor model intro. Forecast beyond 2027 is based on Boeings target rate",
7425,0,expired,2025-04-03T14:35:48.635927+00:00,2025-04-08T17:00:00+00:00,2025-04-14T13:57:23.799506+00:00,2025-05-23T12:00:00+00:00,True,411198,2,"G:\Applied Materials\20250401 - 411198

QTY/EAU requested",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/37636dfc-aae2-4ae1-936d-db6b1ecbbea4/Quote7425.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=OBeNgwHmobsErlnq6u1jn8%2F66DQ%3D&Expires=1750374025
7426,0,expired,2025-04-03T14:43:17.651062+00:00,2025-04-08T17:00:00+00:00,2025-04-08T19:12:45.745986+00:00,2025-05-30T12:00:00+00:00,True,411215,10,"G:\Applied Materials\20250401 - 411215

Exact EAU is yet to be known. Please offer quote with tired price for the qty's x1, x3, x5,x10 and above x10.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/5001ba9b-0397-4c76-849b-5ac962c2282d/Quote7426.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=tbwRhZ6Dl%2Fu%2Fc8ZTds2d%2Bc%2BypIQ%3D&Expires=1750374024
7427,0,outstanding,2025-04-03T14:54:45.235426+00:00,2025-04-28T17:00:00+00:00,2025-05-27T13:11:17.232404+00:00,2025-06-30T12:00:00+00:00,False,411326,1,"G:\Applied Materials\20250401 - 411326

Quote for Contract

                  EAUs
0010-76196		250
0022-27919		2000
0020-04689		50
0020-64763		2000
0022-38495   	500
0022-89569		500
0042-05637		500
0042-10977	        300
0042-23627	        300
0042-25002            80
0042-44089		200",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/96f24425-72af-448d-a5b9-61d1a195ff44/Quote7427.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ZavX3STUzsdEkgp55k4sggPfmFQ%3D&Expires=1750374019
7428,0,outstanding,2025-04-03T15:00:59.570077+00:00,2025-04-08T17:00:00+00:00,2025-05-06T13:29:37.841384+00:00,2025-06-30T12:00:00+00:00,False,411384,10,"G:\Applied Materials\20250401 - 411384

Qty 1 Each NBD June 22",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/11ca58b2-dcb2-47d3-8e9b-16c0e816a46b/Quote7428.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=4ewKXf4o71%2FVNQrzQVxqdEI8duM%3D&Expires=1750374024
7429,0,expired,2025-04-03T15:06:04.931949+00:00,2025-04-04T17:00:00+00:00,2025-04-15T13:10:46.627793+00:00,2025-05-30T12:00:00+00:00,True,411431,1,G:\Applied Materials\20250402 - 411431,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/75825056-a143-407f-812d-ab8f8186c828/Quote7429.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=yltS17B1%2FYUjr%2FwN3DXdhO8xVxs%3D&Expires=1750373234
7430,0,outstanding,2025-04-03T15:09:54.932412+00:00,2025-04-09T17:00:00+00:00,2025-05-06T13:26:42.528865+00:00,2025-06-30T12:00:00+00:00,False,411513,3,"G:\Applied Materials\20250402 - 411513

No EAU data yet but needed QTY is 4EA this time.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/78861a08-e3cc-4d45-b146-2901d9ca710e/Quote7430.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=EvP916E7i3Xa3llCV%2BhC%2F8mo%2BXc%3D&Expires=1750374024
7431,0,expired,2025-04-03T15:12:32.865054+00:00,2025-04-06T15:12:32.855860+00:00,2025-04-18T16:16:27.973729+00:00,2025-05-30T12:00:00+00:00,True,411573,3,"G:\Applied Materials\20250402 - 411573

EAU 10",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f5c508f7-b072-4026-8fc0-0efae17e8d3e/Quote7431.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=M7CvmFPzGiHMa0C6lpHHS%2FFYbs4%3D&Expires=1750373232
7432,0,outstanding,2025-04-03T15:17:28.806407+00:00,2025-04-06T15:17:28.794655+00:00,2025-05-06T13:29:50.422133+00:00,2025-06-30T12:00:00+00:00,False,411609,3,"G:\Applied Materials\20250402 - 411609

QTY 2
NPI- no EAU",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0431b35f-a428-4934-b384-18850a557338/Quote7432.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=S3VV2WOVi2KUKVV5fgQaRaNlRC4%3D&Expires=1750373232
7433,0,outstanding,2025-04-03T15:21:01.094856+00:00,2025-04-09T17:00:00+00:00,2025-05-06T13:27:23.368797+00:00,2025-06-30T12:00:00+00:00,False,411638,2,"G:\Applied Materials\20250402 - 411638

QTY/EAU is 7",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d11fc3a3-739a-4e13-ab84-2dc88a2d0249/Quote7433.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=XopRtWTEqYWrFPOtn0BszSZvCBI%3D&Expires=1750374027
7435,0,expired,2025-04-03T18:14:31.536217+00:00,2025-04-07T17:00:00+00:00,2025-04-21T16:24:43.949159+00:00,2025-05-03T18:14:31.509711+00:00,True,411792,9,"DD to call Sharon for clarification, maybe we can negotiate with qty

G:\Applied Materials\20250403 - 411792

Customer request
""could you please provide improving price from Athena.""",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9636cc4f-ffbb-4ef5-b9bb-a94540822d29/Quote7435.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=qjbpGF%2BJUtbPFdRmbrZJrhbLTI4%3D&Expires=1750374022
7436,0,expired,2025-04-03T18:28:56.585460+00:00,2025-04-06T18:28:56.575081+00:00,2025-04-03T19:53:54.944989+00:00,2025-05-03T18:28:56.571321+00:00,True,Igniter hardware ROM REQUEST,1,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/cbc482c8-649b-412f-84c1-fd0f4a61bf1a/Quote7436.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=uGvm5H61wc1YqiUQLG6Fkxdj1VY%3D&Expires=1750374026
7437,0,expired,2025-04-03T18:37:55.559572+00:00,2025-04-07T17:00:00+00:00,2025-04-08T19:13:20.063342+00:00,2025-05-30T12:00:00+00:00,True,411830,10,"G:\Applied Materials\20250403 - 411830

QTY/EAU requested",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/64099950-cacb-4407-b038-c6fd034b9601/Quote7437.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=2aE8NAtUjJeYaDnA9nJYG%2B9z19g%3D&Expires=1750374025
7438,0,expired,2025-04-03T18:42:16.689263+00:00,2025-04-10T17:00:00+00:00,2025-04-04T13:48:25.196842+00:00,2025-05-03T18:42:16.673984+00:00,True,QR14_BUMPER_AND_SLIDER_BLOCK,,G:\Rotating Composites\20250403 - QR14_BUMPER_AND_SLIDER_BLOCK,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/03831fe0-7795-4d7d-ac5b-446498fd7f24/Quote7438.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=bC6l0I8uJgUvhAqjkAgz4M%2F7vVg%3D&Expires=1750374023
7439,0,expired,2025-04-03T21:34:42.803638+00:00,2025-04-06T21:34:42.795009+00:00,2025-04-04T23:02:15.857776+00:00,2025-05-03T21:34:42.793368+00:00,True,200K91-00419P01,1,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/5bcd4717-1c57-4ace-9620-1d8c571130ea/Quote7439.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=DWikSWEfP9ERUsbj7OFvhu6H7qA%3D&Expires=1750373232
7440,0,expired,2025-04-04T20:02:19.912757+00:00,2025-04-07T20:02:19.900674+00:00,2025-04-09T15:23:24.749098+00:00,2025-05-04T20:02:19.898832+00:00,True,,3,"Contact name: Brandon Olson
Contact email: brandon@gigindustrial.com
Contact business name: Gig Industrial
Contact phone: (469) 426-1005
Contact has requested the parts be delivered by 05/09/2025.
Tell us how you found us (e.g. email, a colleague, Google search, etc.): local to area",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/74aabfdd-b085-4f91-a872-098fd0675a02/Quote7440.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=v1DWUhgwYGQb7dzWJNgwfURzn50%3D&Expires=1750374028
7441,0,trash,2025-04-07T15:21:35.811557+00:00,2025-04-10T15:21:35.800445+00:00,,2025-05-07T15:21:35.797929+00:00,True,,,File Location here.,
7442,0,draft,2025-04-07T15:41:29.812421+00:00,2025-06-06T17:00:00+00:00,,2025-05-07T15:41:29.797752+00:00,True,RFQ0006726,2,"G:\Bell Helicopter\20250403 - RFQ0006726

RFQ closed in the S2B portal",
7443,0,expired,2025-04-07T18:24:23.731833+00:00,2025-04-16T17:00:00+00:00,2025-04-17T11:47:22.802308+00:00,2025-05-07T18:24:23.702135+00:00,True,BID0029842,1,"G:\Bell Helicopter\20250403 - BID0029842

Quote closed before we could enter in S2B",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c2f31806-5168-4cb4-b1de-1b03cbdf600e/Quote7443.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=hwAYOLpZIFGBQFUEnTJ4VJYepOA%3D&Expires=1750374037
7444,0,expired,2025-04-07T18:27:01.041383+00:00,2025-04-16T17:00:00+00:00,2025-04-17T13:19:36.186200+00:00,2025-05-07T18:27:01.023235+00:00,True,BID0029839,9,"G:\Bell Helicopter\20250403 - BID0029839

AKA BID0029821
Quote closed before we could enter in S2B",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/60e3aec1-5c41-4bd4-a066-1d1ebf72dd0d/Quote7444.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=cU0CgE2NCxtwjhokHZhAQ9I%2B1Yw%3D&Expires=1750374032
7445,0,expired,2025-04-07T18:29:24.659566+00:00,2025-04-16T17:00:00+00:00,2025-04-17T18:14:36.839261+00:00,2025-05-07T18:29:24.647735+00:00,True,BID0029843,2,"G:\Bell Helicopter\20250327 - RFQ0006710

Quote closed before we could enter in portal",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c52a63f8-5363-4bc0-8e24-779fb2db7fc5/Quote7445.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=em8yOIgzTm%2FC4ZJM2W%2FW%2BHabmQQ%3D&Expires=1750374029
7446,0,outstanding,2025-04-07T18:32:59.568486+00:00,2025-04-10T18:32:59.556855+00:00,2025-05-12T14:11:41.515672+00:00,2025-06-30T12:00:00+00:00,False,Priority 1 Items,1,"File Location here.

I have added 5 new folders,  for the following items that need urgent quoting.  Please if we could have these back within 5-7 days that would be great.

Priority 1 Items – 0195-14969 – (EAU 130) & 0195-18233 – (EAU 25-50)",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1a27f58e-b016-40c8-9f2e-7e6535e60b9c/Quote7446.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=JJA9gGmxFkmJzlNxrzJ499nYkvs%3D&Expires=1750374043
7447,0,expired,2025-04-07T18:34:15.925704+00:00,2025-04-16T17:00:00+00:00,2025-04-16T15:18:44.278830+00:00,2025-05-07T18:34:15.910490+00:00,True,BID0029838,2,"G:\Bell Helicopter\20250403 - BID0029838

Quote uploaded into S2B portal on 04/16/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/bc1458bf-578f-4f5b-9057-d08cc82dd808/Quote7447.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=3MNatvO9XZvtFEhOJZnIz7RIKTw%3D&Expires=1750374032
7448,0,expired,2025-04-07T18:37:02.606381+00:00,2025-04-21T17:00:00+00:00,2025-04-21T18:19:06.933879+00:00,2025-05-07T18:37:02.589637+00:00,True,BID0029849,9,"G:\Bell Helicopter\20250404 - BID0029849

Quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/9972c320-46e0-4ba3-8969-a7ef563b8635/Quote7448.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=I78V6sFDTPNe3I8CL3it8%2BhK3ek%3D&Expires=1750374031
7450,0,expired,2025-04-07T18:44:11.878682+00:00,2025-04-16T17:00:00+00:00,2025-04-16T19:45:16.097136+00:00,2025-05-07T18:44:11.864467+00:00,True,BID0029851,1,"G:\Bell Helicopter\20250404 - BID0029851

Quote entered in S2B portal on 04/22",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/744a96d9-7039-4970-9487-8fc82e15a3b3/Quote7450.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=dLUYiTL6hn79x7bhjQvE2sZ%2Frek%3D&Expires=1750374035
7451,0,expired,2025-04-07T18:48:19.391157+00:00,2025-05-20T17:00:00+00:00,2025-05-12T14:08:54.927965+00:00,2025-06-12T12:00:00+00:00,True,Priority 2 Items,1,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ae54d435-af62-49e2-8d49-905e854397bc/Quote7451.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=c2zhukXs6aUGkfwrAnRLf2EtiAM%3D&Expires=1750374033
7452,0,expired,2025-04-07T18:48:58.869953+00:00,2025-04-16T17:00:00+00:00,2025-04-16T13:21:08.258886+00:00,2025-05-07T18:48:58.857002+00:00,True,BID0029847,2,"G:\Bell Helicopter\20250404 - BID0029847

No quote uploaded into S2B portal on 04/16/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/8483dcda-09b3-406a-8ab2-3734ae688933/Quote7452.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=SR6H4qaW%2BLG8M09jjd3QEt7FWu8%3D&Expires=1750374037
7453,0,expired,2025-04-07T18:51:08.830996+00:00,2025-04-18T17:00:00+00:00,2025-04-18T14:43:49.571425+00:00,2025-05-07T18:51:08.816964+00:00,True,BID0029867,2,"G:\Bell Helicopter\20250404 - BID0029867

Quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0f7ce9d1-6c0b-4320-8232-1c67871dbc2c/Quote7453.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=0ark%2FpPzWFAym9M78uTfuLOdFj8%3D&Expires=1750374031
7454,0,expired,2025-04-07T18:54:28.228411+00:00,2025-04-18T17:00:00+00:00,2025-04-16T19:53:05.196424+00:00,2025-05-07T18:54:28.212802+00:00,True,BID0029850,2,"G:\Bell Helicopter\20250404 - BID0029850

Quote entered in S2B portal on 04/22",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/db3bf64b-13fe-4060-8746-a043a8aaa586/Quote7454.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=7ILBhVVZH4Ru%2Bcfk0Nq%2FuAFyRAA%3D&Expires=1750374033
